,2010,2020,2025,2030,2035,3010,3020,3021,3110,3120,3121,4020,4025,4030,4035,4040,4070,4080,4090,4100,4110,assessment_taken,part_of_day,playtime_vs_avg,time_playing_for,times_took_asses
10576,13,275,12,239,10,869,168,191,856,166,179,669,200,793,163,85,1517,0,4,100,7,0.67,1.502395,-0.965481,105098,300
10577,4,97,3,85,2,302,51,64,300,50,62,269,41,234,18,37,225,0,2,23,7,,1.556186,1.336436,130515,
10578,4,97,3,85,2,302,51,64,300,50,62,269,41,234,18,37,225,0,2,23,7,,1.556186,1.076017,0,
10579,4,97,3,85,2,302,51,64,300,50,62,269,41,234,18,37,225,0,2,23,7,,1.524239,14.681712,19089,
10580,4,97,3,85,2,302,51,64,300,50,62,269,41,234,18,37,225,0,2,23,7,,1.524239,11.651626,153341,
10581,4,97,3,85,2,302,51,64,300,50,62,269,41,234,18,37,225,0,2,23,7,,1.502395,-5.871795,118129,
10582,4,97,3,85,2,302,51,64,300,50,62,269,41,234,18,37,225,0,2,23,7,,1.502395,-6.281281,112927,
10583,1,118,4,107,1,274,434,128,270,431,118,587,3,757,163,33,535,0,1,5,0,,1.556186,-0.925234,0,
10584,1,118,4,107,1,274,434,128,270,431,118,587,3,757,163,33,535,0,1,5,0,,1.502395,-2.408485,0,
10585,8,74,2,69,2,305,45,79,303,45,75,284,69,312,25,28,357,0,0,19,1,,1.502395,0,228859,
10586,8,74,2,69,2,305,45,79,303,45,75,284,69,312,25,28,357,0,0,19,1,,1.502395,0,87318,
10587,8,74,2,69,2,305,45,79,303,45,75,284,69,312,25,28,357,0,0,19,1,,1.524239,22.394737,104780,
10588,8,74,2,69,2,305,45,79,303,45,75,284,69,312,25,28,357,0,0,19,1,,1.524239,13.529412,112735,
10589,8,74,2,69,2,305,45,79,303,45,75,284,69,312,25,28,357,0,0,19,1,,1.524239,10.506173,125901,
10590,8,74,2,69,2,305,45,79,303,45,75,284,69,312,25,28,357,0,0,19,1,,1.502395,-12.878099,293997,
10591,8,74,2,69,2,305,45,79,303,45,75,284,69,312,25,28,357,0,0,19,1,,1.524239,10.635338,61939,
10592,8,74,2,69,2,305,45,79,303,45,75,284,69,312,25,28,357,0,0,19,1,,1.524239,10.231465,0,
10593,1,67,17,62,10,183,55,103,181,54,103,201,7,142,18,68,516,0,0,3,0,,1.524239,-0.866752,313708,
10594,4,49,2,43,2,161,16,46,157,16,46,171,40,183,20,16,174,0,0,15,0,,1.502395,0,173290,
10595,4,49,2,43,2,161,16,46,157,16,46,171,40,183,20,16,174,0,0,15,0,,1.502395,-0.915946,88432,
10596,4,49,2,43,2,161,16,46,157,16,46,171,40,183,20,16,174,0,0,15,0,,1.502395,-0.674249,135628,
10597,4,49,2,43,2,161,16,46,157,16,46,171,40,183,20,16,174,0,0,15,0,,1.502395,-2.299543,0,
10598,1,29,1,28,1,125,27,13,123,27,13,131,43,81,10,2,153,0,1,4,0,,1.556186,0,0,
10599,4,44,5,40,3,203,72,49,202,71,49,318,93,425,59,28,406,0,0,26,0,,1.502395,0,150323,
10600,4,44,5,40,3,203,72,49,202,71,49,318,93,425,59,28,406,0,0,26,0,,1.556186,2.707732,208206,
10601,4,44,5,40,3,203,72,49,202,71,49,318,93,425,59,28,406,0,0,26,0,,1.556186,1.487862,0,
10602,4,44,5,40,3,203,72,49,202,71,49,318,93,425,59,28,406,0,0,26,0,,1.556186,1.452598,50906,104
10603,10,99,5,88,3,427,15,82,420,15,74,316,86,400,45,29,600,0,4,20,3,,1.502395,0.251192,107122,
10604,10,99,5,88,3,427,15,82,420,15,74,316,86,400,45,29,600,0,4,20,3,,1.502395,-0.76815,0,
10605,10,99,5,88,3,427,15,82,420,15,74,316,86,400,45,29,600,0,4,20,3,,1.502395,-0.622982,61808,
10606,10,99,5,88,3,427,15,82,420,15,74,316,86,400,45,29,600,0,4,20,3,,1.502395,-0.520635,73192,
10607,10,99,5,88,3,427,15,82,420,15,74,316,86,400,45,29,600,0,4,20,3,,1.502395,-0.463277,74477,
10608,10,99,5,88,3,427,15,82,420,15,74,316,86,400,45,29,600,0,4,20,3,,1.502395,-0.335378,165534,
10609,10,99,5,88,3,427,15,82,420,15,74,316,86,400,45,29,600,0,4,20,3,,1.556186,6.960074,0,
10610,10,99,5,88,3,427,15,82,420,15,74,316,86,400,45,29,600,0,4,20,3,,1.556186,5.9992,48833,
10611,10,99,5,88,3,427,15,82,420,15,74,316,86,400,45,29,600,0,4,20,3,,1.556186,5.47553,53414,
10612,10,99,5,88,3,427,15,82,420,15,74,316,86,400,45,29,600,0,4,20,3,,1.556186,5.132489,88735,
10613,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,-1.173181,208834,
10614,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.556186,-1.161054,42254,31
10615,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.556186,-1.133095,77903,105
10616,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,-0.95345,67192,
10617,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,1.86,1.556186,-0.94261,60406,42
10618,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,1.86,1.556186,-0.924834,96528,113
10619,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,-0.879737,27111,
10620,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.502395,-2.392503,198636,
10621,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.502395,-2.372738,48603,202
10622,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.502395,-2.364367,23701,220
10623,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.502395,-2.340966,65325,271
10624,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.502395,-2.328764,29702,298
10625,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.502395,-2.311805,36422,336
10626,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.502395,-7.277026,714262,363
10627,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.524239,13.685497,0,
10628,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,1.86,1.524239,13.650859,26789,146
10629,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,1.86,1.524239,13.625449,18422,160
10630,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,1.606503,0,
10631,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,1.86,1.556186,1.603736,20031,183
10632,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,1.86,1.556186,1.600979,20630,196
10633,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,1.117647,0,
10634,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,1.080779,0,
10635,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,1.071536,82730,74
10636,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,1.053996,0,
10637,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,0.027255,378078,
10638,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.556186,0.027182,32138,454
10639,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.556186,0.027077,40124,492
10640,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.556186,0.026999,29431,520
10641,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.556186,0.026906,38284,554
10642,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.556186,0.026819,35216,586
10643,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.556186,0.026749,33658,612
10644,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.556186,0.026663,36601,644
10645,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,0.026379,0,
10646,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,0.026342,0,
10647,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,-0.969802,0,
10648,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.556186,-0.967121,37225,707
10649,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.502395,-6.853593,218995,
10650,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.502395,-6.834509,36177,768
10651,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.502395,-6.814901,36644,799
10652,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.502395,-6.301669,0,
10653,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,-0.84145,1069994,
10654,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,-0.835552,99997,206
10655,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,-1.625186,0,
10656,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.502395,-3.54821,480024,
10657,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.502395,-3.44601,0,
10658,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.502395,-3.425972,0,
10659,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,0.524945,0,
10660,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,0.52369,46527,335
10661,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,0.521757,30021,
10662,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,0.520703,38256,399
10663,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,0.519592,37344,435
10664,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,0.518608,39116,467
10665,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,2.32255,197065,
10666,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.556186,2.319357,32676,861
10667,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,1.262191,0,
10668,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,1.260017,40178,537
10669,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,1.257851,35748,571
10670,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,-2.675886,16492,
10671,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.502395,-4.550721,114555,
10672,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.502395,-8.341114,151584,
10673,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,2.08,1.502395,-8.322377,61489,988
10674,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.524239,14.910491,210293,
10675,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,2.687515,830875,
10676,41,963,76,863,51,3837,1043,744,3823,1033,738,3089,584,3281,393,310,2580,0,30,395,44,,1.556186,2.671398,167060,
10677,2,79,3,74,1,177,98,82,175,98,81,258,35,339,50,16,134,1,1,21,0,,1.556186,-1.143744,204401,
10678,2,79,3,74,1,177,98,82,175,98,81,258,35,339,50,16,134,1,1,21,0,,1.556186,-0.951292,307461,
10679,2,79,3,74,1,177,98,82,175,98,81,258,35,339,50,16,134,1,1,21,0,,1.502395,-4.398378,0,
10680,8,276,20,253,8,1050,289,212,1041,288,209,1029,198,1184,233,62,1471,0,17,44,25,,1.524239,-0.055913,318224,
10681,8,276,20,253,8,1050,289,212,1041,288,209,1029,198,1184,233,62,1471,0,17,44,25,,1.502395,-14.123522,79623,
10682,8,276,20,253,8,1050,289,212,1041,288,209,1029,198,1184,233,62,1471,0,17,44,25,,1.502395,-12.740635,0,
10683,8,276,20,253,8,1050,289,212,1041,288,209,1029,198,1184,233,62,1471,0,17,44,25,,1.502395,-12.544452,70840,
10684,8,276,20,253,8,1050,289,212,1041,288,209,1029,198,1184,233,62,1471,0,17,44,25,,1.556186,-7.180219,0,
10685,8,276,20,253,8,1050,289,212,1041,288,209,1029,198,1184,233,62,1471,0,17,44,25,,1.556186,-7.683697,104336,
10686,8,276,20,253,8,1050,289,212,1041,288,209,1029,198,1184,233,62,1471,0,17,44,25,,1.556186,-5.782615,527969,
10687,8,276,20,253,8,1050,289,212,1041,288,209,1029,198,1184,233,62,1471,0,17,44,25,,1.556186,-5.217518,113392,
10688,8,276,20,253,8,1050,289,212,1041,288,209,1029,198,1184,233,62,1471,0,17,44,25,,1.556186,-5.553886,291537,
10689,8,276,20,253,8,1050,289,212,1041,288,209,1029,198,1184,233,62,1471,0,17,44,25,,1.502395,-9.130333,72499,
10690,1,17,0,15,0,51,2,16,51,2,16,51,37,60,7,0,58,0,1,13,0,,1.556186,-0.166667,185276,
10691,0,46,3,39,3,163,16,16,159,16,16,132,41,124,47,17,287,0,1,2,0,,1.556186,0,0,
10692,6,95,7,86,5,322,20,82,319,20,79,271,64,298,29,34,262,0,1,15,5,,1.556186,-0.986254,2631851,
10693,6,95,7,86,5,322,20,82,319,20,79,271,64,298,29,34,262,0,1,15,5,,1.556186,-0.556202,58331,
10694,6,95,7,86,5,322,20,82,319,20,79,271,64,298,29,34,262,0,1,15,5,,1.556186,1.674674,0,
10695,6,95,7,86,5,322,20,82,319,20,79,271,64,298,29,34,262,0,1,15,5,,1.556186,2.500892,133425,
10696,6,95,7,86,5,322,20,82,319,20,79,271,64,298,29,34,262,0,1,15,5,,1.556186,2.259001,0,
10697,6,95,7,86,5,322,20,82,319,20,79,271,64,298,29,34,262,0,1,15,5,,1.556186,2.211468,0,
10698,6,95,7,86,5,322,20,82,319,20,79,271,64,298,29,34,262,0,1,15,5,1.14,1.556186,1.190181,49677,77
10699,7,90,4,75,2,520,58,56,513,57,56,343,126,480,69,12,412,0,2,27,6,,1.556186,0,356529,
10700,7,90,4,75,2,520,58,56,513,57,56,343,126,480,69,12,412,0,2,27,6,,1.556186,-0.965278,23601,
10701,7,90,4,75,2,520,58,56,513,57,56,343,126,480,69,12,412,0,2,27,6,,1.524239,15.15334,138390,
10702,7,90,4,75,2,520,58,56,513,57,56,343,126,480,69,12,412,0,2,27,6,,1.524239,12.663522,10976,
10703,7,90,4,75,2,520,58,56,513,57,56,343,126,480,69,12,412,0,2,27,6,,1.502395,-9.788842,0,
10704,7,90,4,75,2,520,58,56,513,57,56,343,126,480,69,12,412,0,2,27,6,,1.502395,-9.346595,53143,
10705,7,90,4,75,2,520,58,56,513,57,56,343,126,480,69,12,412,0,2,27,6,,1.502395,-5.306275,106918,
10706,7,90,4,75,2,520,58,56,513,57,56,343,126,480,69,12,412,0,2,27,6,,1.502395,-4.770704,178014,
10707,7,90,4,75,2,520,58,56,513,57,56,343,126,480,69,12,412,0,2,27,6,,1.502395,-4.133184,0,
10708,7,90,4,75,2,520,58,56,513,57,56,343,126,480,69,12,412,0,2,27,6,,1.502395,-4.417524,125423,
10709,11,106,8,97,8,490,52,106,483,51,104,332,46,330,54,26,360,0,0,22,7,,1.556186,0,0,
10710,11,106,8,97,8,490,52,106,483,51,104,332,46,330,54,26,360,0,0,22,7,,1.556186,0,0,
10711,11,106,8,97,8,490,52,106,483,51,104,332,46,330,54,26,360,0,0,22,7,,1.556186,0,146638,
10712,11,106,8,97,8,490,52,106,483,51,104,332,46,330,54,26,360,0,0,22,7,,1.556186,0,0,
10713,11,106,8,97,8,490,52,106,483,51,104,332,46,330,54,26,360,0,0,22,7,,1.556186,0,29965,
10714,11,106,8,97,8,490,52,106,483,51,104,332,46,330,54,26,360,0,0,22,7,,1.556186,-0.896837,143561,
10715,11,106,8,97,8,490,52,106,483,51,104,332,46,330,54,26,360,0,0,22,7,2.08,1.556186,-0.882876,19991,82
10716,11,106,8,97,8,490,52,106,483,51,104,332,46,330,54,26,360,0,0,22,7,,1.556186,0.103675,0,
10717,11,106,8,97,8,490,52,106,483,51,104,332,46,330,54,26,360,0,0,22,7,,1.556186,0.064123,142195,
10718,11,106,8,97,8,490,52,106,483,51,104,332,46,330,54,26,360,0,0,22,7,,1.556186,-0.895585,76722,
10719,11,106,8,97,8,490,52,106,483,51,104,332,46,330,54,26,360,0,0,22,7,,1.556186,-0.867932,46842,
10720,11,106,8,97,8,490,52,106,483,51,104,332,46,330,54,26,360,0,0,22,7,,1.556186,0.136525,0,
10721,6,148,14,143,13,915,71,166,913,71,166,637,129,490,44,66,567,0,2,48,16,,1.556186,0,329062,
10722,6,148,14,143,13,915,71,166,913,71,166,637,129,490,44,66,567,0,2,48,16,,1.502395,-3.872283,212853,
10723,6,148,14,143,13,915,71,166,913,71,166,637,129,490,44,66,567,0,2,48,16,,1.502395,-2.006239,724928,
10724,6,148,14,143,13,915,71,166,913,71,166,637,129,490,44,66,567,0,2,48,16,,1.502395,-1.661255,669045,
10725,6,148,14,143,13,915,71,166,913,71,166,637,129,490,44,66,567,0,2,48,16,,1.502395,-1.601825,0,
10726,6,148,14,143,13,915,71,166,913,71,166,637,129,490,44,66,567,0,2,48,16,,1.502395,-1.127333,526816,
10727,6,148,14,143,13,915,71,166,913,71,166,637,129,490,44,66,567,0,2,48,16,,1.556186,3.674095,510232,
10728,0,1,0,0,0,223,19,0,222,19,0,17,29,112,44,0,333,0,3,20,0,,1.502395,-10.04797,0,
10729,0,14,1,11,1,59,5,14,59,5,14,74,25,89,2,1,185,0,0,5,3,,1.502395,-1.704485,0,
10730,0,14,1,11,1,59,5,14,59,5,14,74,25,89,2,1,185,0,0,5,3,,1.746823,6.763964,0,
10731,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,8,0,0,0,1,,1.556186,-8.666667,0,
10732,2,2,0,2,0,4,0,2,4,0,2,16,0,16,0,0,8,0,0,2,0,,1.556186,0,0,
10733,2,2,0,2,0,4,0,2,4,0,2,16,0,16,0,0,8,0,0,2,0,1.86,1.556186,0,31328,28
10734,1,28,0,25,0,43,2,5,41,2,5,63,2,108,38,5,157,0,0,4,0,,1.502395,-0.332474,412827,
10735,1,28,0,25,0,43,2,5,41,2,5,63,2,108,38,5,157,0,0,4,0,2.08,1.502395,-0.251953,75600,124
10736,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,,1.502395,0.680464,0,
10737,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,1.86,1.502395,0.61991,54715,59
10738,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,1.86,1.502395,0.584637,42970,99
10739,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,1.86,1.502395,0.576438,7106,109
10740,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,1.86,1.502395,0.559184,17373,131
10741,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,1.86,1.502395,0.511831,53326,199
10742,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,1.86,1.502395,0.479021,46597,254
10743,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,1.86,1.502395,0.465986,25437,278
10744,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,1.86,1.502395,0.454144,32955,301
10745,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,1.86,1.502395,0.433544,51880,344
10746,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,1.86,1.502395,0.411824,58635,394
10747,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,,1.502395,-1.616451,0,
10748,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,1.86,1.502395,-1.594348,16258,491
10749,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,,1.502395,-1.475949,0,
10750,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,,1.524239,20.912799,0,
10751,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,1.86,1.524239,20.76676,7636,588
10752,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,1.86,1.524239,20.396433,24798,614
10753,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,1.86,1.524239,19.322937,79371,695
10754,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,1.86,1.524239,18.667922,48824,749
10755,9,48,0,36,0,141,49,24,138,48,18,220,5,318,25,69,397,0,0,46,0,,1.524239,18.345466,0,
10756,7,150,9,132,5,800,103,129,792,102,129,615,112,732,140,30,954,0,4,46,23,,1.502395,0,69045,
10757,7,150,9,132,5,800,103,129,792,102,129,615,112,732,140,30,954,0,4,46,23,,1.502395,0,0,
10758,7,150,9,132,5,800,103,129,792,102,129,615,112,732,140,30,954,0,4,46,23,,1.502395,0,0,
10759,7,150,9,132,5,800,103,129,792,102,129,615,112,732,140,30,954,0,4,46,23,,1.524239,15.54,0,
10760,7,150,9,132,5,800,103,129,792,102,129,615,112,732,140,30,954,0,4,46,23,,1.746823,-2.732084,0,
10761,7,150,9,132,5,800,103,129,792,102,129,615,112,732,140,30,954,0,4,46,23,,1.524239,7.384335,139436,
10762,7,150,9,132,5,800,103,129,792,102,129,615,112,732,140,30,954,0,4,46,23,,1.524239,6.418619,109423,
10763,7,150,9,132,5,800,103,129,792,102,129,615,112,732,140,30,954,0,4,46,23,,1.556186,-5.254251,70345,
10764,7,150,9,132,5,800,103,129,792,102,129,615,112,732,140,30,954,0,4,46,23,,1.746823,-2.318161,2200934,
10765,7,150,9,132,5,800,103,129,792,102,129,615,112,732,140,30,954,0,4,46,23,,1.746823,-2.235201,158299,
10766,7,150,9,132,5,800,103,129,792,102,129,615,112,732,140,30,954,0,4,46,23,,1.746823,-2.133405,175018,
10767,2,24,0,22,0,93,7,23,92,7,21,94,40,84,2,30,92,0,0,14,0,,1.556186,0,134485,
10768,2,24,0,22,0,93,7,23,92,7,21,94,40,84,2,30,92,0,0,14,0,,1.556186,0,118242,
10769,1,47,4,39,1,122,17,43,119,17,41,172,30,171,2,8,191,0,18,20,0,,1.556186,0,0,
10770,0,34,0,31,0,105,25,10,105,25,9,95,33,62,7,1,138,0,0,7,0,,1.556186,-0.378671,207834,
10771,4,39,2,31,2,226,15,28,221,15,25,160,62,198,15,2,267,0,5,11,3,,1.524239,0,0,
10772,4,39,2,31,2,226,15,28,221,15,25,160,62,198,15,2,267,0,5,11,3,,1.556186,-2.537859,72797,
10773,4,39,2,31,2,226,15,28,221,15,25,160,62,198,15,2,267,0,5,11,3,,1.556186,-1.590835,63343,
10774,4,39,2,31,2,226,15,28,221,15,25,160,62,198,15,2,267,0,5,11,3,,1.556186,-1.31305,166307,
10775,4,39,2,31,2,226,15,28,221,15,25,160,62,198,15,2,267,0,5,11,3,2.08,1.556186,-1.287284,20405,25
10776,4,39,2,31,2,226,15,28,221,15,25,160,62,198,15,2,267,0,5,11,3,,1.524239,11.710774,83168,
10777,4,39,2,31,2,226,15,28,221,15,25,160,62,198,15,2,267,0,5,11,3,0.67,1.524239,11.373596,48433,41
10778,3,74,0,73,0,174,4,17,172,4,17,209,2,271,69,19,54,0,3,4,0,,1.502395,-0.456022,1446383,
10779,3,74,0,73,0,174,4,17,172,4,17,209,2,271,69,19,54,0,3,4,0,,1.502395,-0.366304,140581,
10780,3,74,0,73,0,174,4,17,172,4,17,209,2,271,69,19,54,0,3,4,0,1.86,1.502395,-0.354364,35118,31
10781,1,14,1,13,0,91,2,9,90,2,9,27,12,36,10,0,41,0,1,5,0,,1.556186,0,0,
10782,10,103,3,95,3,493,34,99,489,34,98,372,96,378,40,24,715,0,2,51,2,,1.502395,0,61280,
10783,10,103,3,95,3,493,34,99,489,34,98,372,96,378,40,24,715,0,2,51,2,,1.502395,-0.468647,0,
10784,10,103,3,95,3,493,34,99,489,34,98,372,96,378,40,24,715,0,2,51,2,,1.502395,-0.243568,210996,
10785,10,103,3,95,3,493,34,99,489,34,98,372,96,378,40,24,715,0,2,51,2,,1.502395,-0.21131,0,
10786,10,103,3,95,3,493,34,99,489,34,98,372,96,378,40,24,715,0,2,51,2,,1.502395,-0.139901,175202,
10787,10,103,3,95,3,493,34,99,489,34,98,372,96,378,40,24,715,0,2,51,2,,1.502395,-0.103048,186955,
10788,10,103,3,95,3,493,34,99,489,34,98,372,96,378,40,24,715,0,2,51,2,,1.502395,-0.084474,68047,
10789,10,103,3,95,3,493,34,99,489,34,98,372,96,378,40,24,715,0,2,51,2,,1.502395,-0.071501,0,
10790,10,103,3,95,3,493,34,99,489,34,98,372,96,378,40,24,715,0,2,51,2,,1.502395,-0.054219,75544,
10791,10,103,3,95,3,493,34,99,489,34,98,372,96,378,40,24,715,0,2,51,2,,1.502395,-0.042124,133773,
10792,2,54,0,49,0,297,21,38,292,21,37,232,62,280,31,13,409,0,5,6,2,,1.502395,-0.555556,0,
10793,2,54,0,49,0,297,21,38,292,21,37,232,62,280,31,13,409,0,5,6,2,,1.556186,0.621875,133757,
10794,2,54,0,49,0,297,21,38,292,21,37,232,62,280,31,13,409,0,5,6,2,,1.502395,-0.232038,0,
10795,0,1,0,0,0,2,0,0,2,0,0,0,0,4,4,0,1,0,0,1,0,,1.556186,0,0,
